"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"expression"
"TSN"	0.362426232648714	6.03874612332646	7.03353763172285	4.65137881547736e-05	0.000284756141222288	1.75022962645992	"Stable"
"CHL1"	3.50582440920505	-3.68524229630713	7.03237688318195	4.65759793219345e-05	0.000285074109844973	2.02841066939266	"Up"
"RBCK1"	-0.444899433186635	6.49219775425833	-7.03004141855171	4.6701384230234e-05	0.00028577876098281	1.69733567970516	"Stable"
"NAP1L1"	-0.734065901556848	7.68550881654082	-7.02890473585351	4.67625522656758e-05	0.000286090105236388	1.58669334086317	"Stable"
"EXO1"	-3.08479493707609	-1.11218898203854	-7.02827777370251	4.67963281105755e-05	0.000286233765825487	2.29744404066243	"Down"
"OTULIN"	0.550285434234199	4.63257166494772	7.02675101713946	4.68786889066093e-05	0.000286674471901733	1.93504214899867	"Stable"
"PRKCSH"	0.410463404975284	8.7525038481723	7.02575498404873	4.69325048191047e-05	0.000286940463720322	1.4985302213787	"Stable"
"SMARCD2"	-0.481906621465977	5.8434135367045	-7.02532227387491	4.69559051879617e-05	0.000287020421995266	1.76268001450108	"Stable"
"IFI44"	-3.35067563054154	-3.38270082143858	-7.02340572676765	4.70597020823406e-05	0.000287591665077266	2.04019000217174	"Down"
"GFPT1"	0.692093083960326	6.73672284241018	7.02255616532651	4.71057926679643e-05	0.000287810079306837	1.66568408764817	"Stable"
"NTHL1"	-1.33091202888672	2.87381626262802	-7.0212465602494	4.71769378338162e-05	0.0002881814440701	2.27320989670286	"Stable"
"CXCL8"	5.75671449731328	-0.885358219982199	7.01932243155886	4.72816794679055e-05	0.000288757825452357	2.30135220287938	"Up"
"AP1G1"	0.396856191822341	6.42255584369633	7.01858395503366	4.73219462208168e-05	0.000288940280328509	1.69052540865367	"Stable"
"SENP6"	0.45727433443499	6.08679733001429	7.01799670864074	4.73539935007547e-05	0.000289072479315474	1.72618909438941	"Stable"
"SCRG1"	-4.08964182454609	-2.15763146759257	-7.0175953071361	4.73759124113535e-05	0.000289142805204147	2.19512864749183	"Down"
"AC083805.2"	3.82304072273689	-2.02697687317362	7.01649910218076	4.74358279556184e-05	0.00028944494889926	2.20030286079708	"Up"
"STAT5B"	-0.827400899756012	5.20820169987423	-7.01573423388631	4.74776823570096e-05	0.000289636778327997	1.83635121429427	"Stable"
"AFF2"	1.35069470925727	1.68245662580239	7.01410497750307	4.75669709394808e-05	0.000290071132385417	2.43896878633959	"Stable"
"SIK3"	-0.665625068362059	4.76945834521414	-7.01405438984457	4.75697462302201e-05	0.000290071132385417	1.89714143923489	"Stable"
"SLC2A6"	0.908388138177799	4.36757495837274	7.01368415442591	4.75900630856173e-05	0.000290131395342836	1.97371594978244	"Stable"
"CDC42"	0.368202240114847	7.66483569374636	7.01311394111974	4.76213722895192e-05	0.00029025863171468	1.56776199639509	"Stable"
"RCN2"	-0.786414939737708	5.76860602794146	-7.01278648204495	4.76393624984297e-05	0.000290304649053548	1.75892518610202	"Stable"
"CIDECP1"	0.870170442265674	3.74468789422572	7.01211664530881	4.76761855521638e-05	0.000290452095796791	2.08687596098914	"Stable"
"CER1"	-4.68297335184969	-2.3303277608916	-7.01196638621057	4.76844500220223e-05	0.000290452095796791	2.19621235004622	"Down"
"AP000757.1"	-2.73625475032838	-4.08869735871945	-7.01010835284412	4.77867734155795e-05	0.000291011612263163	1.91434542911838	"Down"
"SAR1B"	0.478304615640798	5.00494403682793	7.00965343985534	4.78118622117171e-05	0.000291100643892929	1.8546858308127	"Stable"
"KCTD2"	-0.546878110878371	5.44359848403523	-7.00867577052858	4.78658299028782e-05	0.000291365426068177	1.79203317344845	"Stable"
"DBI"	0.878656955170003	5.47157656300619	7.00837653702009	4.78823609358119e-05	0.00029140226049052	1.79415134407055	"Stable"
"RPF1"	0.568033359585827	4.03069471188423	7.00764098017733	4.79230228675507e-05	0.000291585902375299	2.01850221292194	"Stable"
"DLX2"	4.23049493520622	-2.44525449919729	7.00475971969426	4.80826623250806e-05	0.000292493219998073	2.17406555792442	"Up"
"MYOM3"	3.1025434737149	-1.90179813626239	7.00433044402498	4.8106496281365e-05	0.000292553771713271	2.18294847665572	"Up"
"SPCS2"	0.473589926350901	5.76154911616465	7.00420148347032	4.81136588522185e-05	0.000292553771713271	1.74689206662949	"Stable"
"TMEM181"	0.503232143322561	5.70183024867553	7.00268536712135	4.81979521653687e-05	0.000293002242656371	1.75250909132322	"Stable"
"GALR2"	3.63508958116444	-0.750997142296129	7.00189807818652	4.82417873366816e-05	0.000293181184856559	2.2979889072336	"Up"
"TIMM50"	0.526203554472825	5.36479804784643	7.00177803083196	4.82484752177089e-05	0.000293181184856559	1.79487140050276	"Stable"
"ZNF207"	-0.422211729023148	6.71729934964019	-6.99958679337655	4.83707271689723e-05	0.000293812129774166	1.63684832629203	"Stable"
"RN7SL356P"	2.71144105641473	-4.04337609879636	6.99953820007418	4.8373442066681e-05	0.000293812129774166	1.92165303861658	"Up"
"NSD3"	-0.450775253044195	6.11689860905883	-6.99808086881686	4.84549399135344e-05	0.000294215782333959	1.69751159681806	"Stable"
"WDR62"	-3.80970754549016	-0.983781416413747	-6.99760460789308	4.84816060543388e-05	0.000294215782333959	2.2738565924604	"Down"
"SMAD1"	-0.933757388853155	3.69682271237724	-6.99746899391806	4.84892020825203e-05	0.000294215782333959	2.07538475618283	"Stable"
"MAFG-DT"	1.06096862925046	2.9245516545655	6.9971876580767	4.85049644310793e-05	0.000294215782333959	2.23141666036745	"Stable"
"CFAP221"	-2.47465042503025	-0.262283645873724	-6.9971748717993	4.8505680937718e-05	0.000294215782333959	2.40409057052951	"Down"
"STX5"	0.435394479474277	5.92827949105168	6.99715713628229	4.85066748047292e-05	0.000294215782333959	1.71814390681178	"Stable"
"L3HYPDH"	0.767977415472988	4.01083387479806	6.99702702225857	4.85139668417321e-05	0.000294215782333959	2.01410183510744	"Stable"
"BRWD3"	-0.663580891569832	4.92417135908959	-6.99507187068936	4.86236839097416e-05	0.000294816867595786	1.84950339155624	"Stable"
"COPS3"	0.433232616540455	5.30319141155329	6.99483864022516	4.86367900860381e-05	0.000294832043848348	1.79348911422842	"Stable"
"AC112220.2"	2.1596543387688	1.63972937407814	6.99370739945993	4.8700413670101e-05	0.000295153378925638	2.43436047449474	"Up"
"MTMR4"	-0.707562735857717	4.73499486795895	-6.99323295626343	4.87271243806384e-05	0.000295197792013946	1.87785220513501	"Stable"
"OPN3"	-1.48314804546674	2.85703509235473	-6.99302538047041	4.87388157139135e-05	0.000295197792013946	2.24621891307712	"Stable"
"SNX18"	0.709789406491502	6.25452436429578	6.99301162012197	4.87395908485948e-05	0.000295197792013946	1.67877967045347	"Stable"
"CTH"	-1.92118281166662	0.527125314499831	-6.99044717548475	4.88842829827555e-05	0.000296009663026677	2.4618192389344	"Down"
"ZFP2"	-2.64326474593846	-0.792838603728531	-6.98938721882912	4.89442246568545e-05	0.000296265468626741	2.31826148187718	"Down"
"CPM"	2.47269481348298	-0.477855372117719	6.98928056063575	4.89502607152502e-05	0.000296265468626741	2.36503978934035	"Up"
"TAF9B"	-0.74990965748813	3.79582342237143	-6.98913513559535	4.89584919923712e-05	0.000296265468626741	2.04039364202468	"Stable"
"KIF21B"	1.0700594295735	3.0774513308114	6.98839838462625	4.90002163450743e-05	0.000296453441186061	2.19322813088019	"Stable"
"POGZ"	-0.704791585625538	5.76889270221988	-6.98491299190659	4.91981291133579e-05	0.000297586073118562	1.72332198147279	"Stable"
"FANCG"	-0.824665456958341	2.68370477180686	-6.98452391403505	4.92202761882951e-05	0.000297655284839438	2.24803167992281	"Stable"
"HIST2H2BC"	0.8369112967864	3.66840687940424	6.98251142160346	4.93350043906996e-05	0.000298234256510704	2.06479083759096	"Stable"
"TTC28-AS1"	-0.819279287731789	3.07048071502356	-6.9822656133036	4.93490373497816e-05	0.000298234256510704	2.17418551933567	"Stable"
"FUBP3"	0.417197697310414	6.015910019549	6.98215305117798	4.93554648618874e-05	0.000298234256510704	1.68936982822326	"Stable"
"GNL3L"	0.673595382143096	4.91261447268195	6.98209260053035	4.9358917084883e-05	0.000298234256510704	1.83783829374822	"Stable"
"ZNF334"	-1.17968488943098	2.4830667403819	-6.98033450012367	4.94594338474852e-05	0.000298776671206425	2.28518983482116	"Stable"
"POLH-AS1"	3.93780471185879	-1.12944510180767	6.97895520609608	4.95384487295105e-05	0.000299188989003642	2.24115385222153	"Up"
"FOXD1"	0.914400051866577	5.89413359478518	6.97813800119574	4.95853282554185e-05	0.000299407087398516	1.70393791496566	"Stable"
"ZFP37"	-2.0524876693783	1.00332895429236	-6.97724455749447	4.96366364773473e-05	0.000299651826723647	2.44563720784302	"Down"
"MYO1E"	1.33848934227663	5.55400458334248	6.97381618387664	4.98340557650479e-05	0.000300776861786795	1.75002663127273	"Stable"
"B3GALNT2"	0.641590093108972	5.06085345555684	6.97350143384757	4.98522230571528e-05	0.000300776861786795	1.80413361813372	"Stable"
"CAST"	0.54116089066162	6.61229677494183	6.97344559382689	4.98554468810811e-05	0.000300776861786795	1.61578644029935	"Stable"
"ZNF554"	-1.26624960186749	2.08422133551914	-6.97234982744999	4.99187548871304e-05	0.00030109347036693	2.33826824393536	"Stable"
"TFAM"	0.681740602948018	4.55466495530883	6.9718402160107	4.99482275103473e-05	0.000301205902006662	1.88300297550598	"Stable"
"EIF2B3"	0.718266872729865	3.62903205021238	6.97142037891553	4.99725223815863e-05	0.000301287067940674	2.05499952318705	"Stable"
"BNC1"	-2.05983806460562	4.89812719135667	-6.97058922661057	5.00206568902052e-05	0.000301511898003261	1.86978913941258	"Down"
"TMEM141"	-1.30456703661555	5.53002166169891	-6.9702590335097	5.00397933469717e-05	0.000301561875553943	1.74598580148503	"Stable"
"AL365181.3"	2.60572957295677	0.0376609973494243	6.96847253518434	5.01434686214533e-05	0.000302121189271534	2.39785102154194	"Up"
"WFIKKN1"	-3.07536086008472	-0.290343937419167	-6.9668783907224	5.02361782885147e-05	0.000302614205695503	2.35183529578064	"Down"
"DBF4"	-1.63730350170548	1.67851397186107	-6.96499755312246	5.03458007188694e-05	0.000303208866101122	2.38430105577788	"Down"
"LINC00683"	-2.60920910783208	-1.40139482786972	-6.96408317963453	5.03991878460492e-05	0.000303464663760771	2.19874286442155	"Down"
"PGS1"	0.652340059506723	5.589118270512	6.96279009672476	5.0474791614892e-05	0.000303831611150547	1.71858900002313	"Stable"
"POP1"	0.930681177133226	2.86489536030776	6.96254935639501	5.04888807936409e-05	0.000303831611150547	2.19669338333178	"Stable"
"RASD1"	2.28033864533123	2.30660044106031	6.96248051111407	5.04929107072818e-05	0.000303831611150547	2.33542591192454	"Up"
"PICK1"	0.75689702317486	4.62249209555196	6.96097750026076	5.05809778694034e-05	0.000304295688151586	1.85925323810693	"Stable"
"CYB561A3"	0.630469653602707	6.01787445363677	6.95897966534025	5.06982972918822e-05	0.000304935508219354	1.66203416452931	"Stable"
"PIK3C2B"	-1.18264803870819	4.56788540058634	-6.95827409683129	5.07398012562153e-05	0.000305119142242717	1.8750503854976	"Stable"
"PDCD7"	-0.474066516297284	4.97043331908101	-6.95785226954539	5.07646322303224e-05	0.000305202457037048	1.79406842416871	"Stable"
"NARF"	-0.494621239999377	5.24005103850751	-6.95759834965666	5.07795856611719e-05	0.000305226363790434	1.75533568624631	"Stable"
"SLC35G1"	-1.7537336929526	1.90479223158835	-6.95717126839825	5.08047474279484e-05	0.000305311607300958	2.35300718222972	"Down"
"GTF2IP4"	-0.677851777142653	6.73203560393655	-6.9567986497131	5.08267115701501e-05	0.000305338248504735	1.58343680565418	"Stable"
"FAAP24"	-2.46834176553803	-0.598247304509872	-6.95672349838851	5.08311426428979e-05	0.000305338248504735	2.31881605253735	"Down"
"SPOPL"	-0.642212917600051	4.38431743874925	-6.9549489156315	5.09358977472799e-05	0.000305850809015419	1.88765244473102	"Stable"
"ADAMTS4"	-5.24734926304068	-0.0696435672206138	-6.95490539099246	5.09384699903045e-05	0.000305850809015419	2.29360686416503	"Down"
"CXCL3"	3.86263017388068	-2.37739242670833	6.95310408888331	5.10450482985523e-05	0.000306424571025377	2.1146120169058	"Up"
"ADPRHL2"	0.539148024873725	4.83671493036624	6.95278033109901	5.10642298861469e-05	0.000306473554114872	1.81069184965856	"Stable"
"RBBP7"	-0.557316811777461	5.73812609018863	-6.95185262018903	5.11192371302355e-05	0.000306737485464681	1.68442376020247	"Stable"
"FHOD3"	2.18324907893549	1.09226540867815	6.95075027594744	5.11846827669576e-05	0.000307063924275733	2.41536210711094	"Up"
"UHRF1BP1"	-1.30107022036549	3.40961580383429	-6.95051114165725	5.11988920729834e-05	0.000307082914793222	2.08672027471599	"Stable"
"FZD5"	2.59281328524033	0.941307993145757	6.9498892064908	5.1235867406279e-05	0.000307188291272364	2.41854519145524	"Up"
"ENOX1"	-3.16798347586776	1.26242480044297	-6.94971371245626	5.12463061409907e-05	0.000307188291272364	2.41642765067262	"Down"
"SPRY1"	-0.63643103680608	6.10567329319968	-6.94965828094476	5.12496037981909e-05	0.000307188291272364	1.63976385759534	"Stable"
"VDAC3"	0.615822585184924	5.59723186970973	6.94812548242419	5.13408824476e-05	0.000307591595055535	1.69883590456205	"Stable"
"CCT6A"	0.376100396677719	7.15750159887105	6.94798655084909	5.13491645999262e-05	0.000307591595055535	1.53101922804635	"Stable"
"MAP7D1"	0.529088460411772	7.73382159760328	6.94797128126742	5.13500749567644e-05	0.000307591595055535	1.48118594337484	"Stable"
"TM6SF2"	1.45796527799884	1.37471808353661	6.94519803028017	5.15157046930848e-05	0.000308517270018505	2.38685512972018	"Stable"
"TIMM23"	0.50143440399597	5.38174429293523	6.94471900036048	5.15443730743758e-05	0.000308622488739469	1.72134675533008	"Stable"
"ZAR1"	3.50528658892764	-3.63374186640848	6.94397539419384	5.15889098480854e-05	0.000308822653872091	1.96441777339611	"Up"
"POLD3"	-1.41058506561025	3.09399084869098	-6.94361502759057	5.16105083188581e-05	0.000308849352455698	2.14177315224639	"Stable"
"TIMM10B"	0.607462122743496	4.95097957623798	6.94353035726216	5.16155844372304e-05	0.000308849352455698	1.78263058569547	"Stable"
"NDRG2"	-1.38132129961878	4.0017742339443	-6.94236181634603	5.16856957534706e-05	0.000309202335654261	1.96392901506669	"Stable"
"ZNF391"	-1.54655731248092	1.253370744845	-6.94186684593459	5.17154247057089e-05	0.000309313637205193	2.39055996235742	"Down"
"SPON1"	-3.53726222240153	3.47635373449649	-6.94093833377088	5.17712432348219e-05	0.00030958090094354	2.18937272001501	"Down"
"EYA4"	4.24481960824888	-2.26228663290293	6.93907923733214	5.1883201820015e-05	0.000310183683037484	2.12674239145992	"Up"
"UBA5"	0.473697678502034	5.09114144132105	6.9380105032846	5.19476822967658e-05	0.000310502419162483	1.7529923534024	"Stable"
"AP2A2"	-0.411120178611419	6.6642500501264	-6.93773713903172	5.19641893098649e-05	0.000310534332248034	1.56485121202073	"Stable"
"ATP6V1B2"	0.46399039632762	6.15123556059496	6.93608214099468	5.20642476831823e-05	0.000311065421374853	1.61705148541666	"Stable"
"HJURP"	-1.82067294482975	0.717988625558053	-6.93580729307521	5.20808847929227e-05	0.000311094951158502	2.40271934789461	"Down"
"HBS1L"	0.448615982438761	5.10017158530116	6.93563088301221	5.20915663020206e-05	0.000311094951158502	1.74838009009559	"Stable"
"SPTSSA"	0.633986592948803	4.97628942709351	6.93483584097982	5.21397351169426e-05	0.000311315755778764	1.76821930638629	"Stable"
"AC024361.1"	-2.98691036607734	-3.9618665117239	-6.9339076672607	5.21960311866933e-05	0.000311584981360497	1.86871382836804	"Down"
"ZKSCAN7"	-1.26030276048992	2.73912699615725	-6.93305804774532	5.22476206765243e-05	0.000311826001401896	2.18691531588486	"Stable"
"EXTL3"	0.596504221995375	6.8193979641004	6.93143468521088	5.23463465895778e-05	0.000312348178813262	1.54315114929508	"Stable"
"TRAIP"	-3.31417333506907	-1.16229421884564	-6.93094288280056	5.23762959043341e-05	0.000312459833494081	2.19511659458048	"Down"
"ZNF230"	-1.10253874260577	1.47479363274631	-6.93067497867938	5.23926183112813e-05	0.000312490164041932	2.35500631521566	"Stable"
"TXNL1"	-0.476297002275405	5.6304161194202	-6.92951678675197	5.24632463149517e-05	0.000312844312038076	1.66903672303346	"Stable"
"POLR2M"	-0.485521453285762	5.56749510745255	-6.92902301169504	5.24933888039376e-05	0.000312956940197746	1.6764572408022	"Stable"
"SOX11"	1.04186122846706	5.391525181017	6.92533788432604	5.27189427833655e-05	0.000314234281465008	1.70429067577078	"Stable"
"ATF7"	-0.545718881156246	5.60225881511935	-6.92504800180216	5.27367301410434e-05	0.000314272935769793	1.66767107369734	"Stable"
"ARMCX1"	-0.684997997958177	5.52118763112899	-6.92290875208002	5.28681976254025e-05	0.000314988880045413	1.67670915973323	"Stable"
"WASF1"	-0.756150612207481	4.54882250326835	-6.92252162409263	5.28920266037401e-05	0.00031506334441808	1.82129823779518	"Stable"
"RNF14"	0.805782403965997	5.39062998037656	6.9205240221188	5.30151711586242e-05	0.000315721370314492	1.69423436593428	"Stable"
"ACTB"	0.797992106376914	11.2003375065766	6.92021689268449	5.3034132145822e-05	0.000315721370314492	1.22106363663086	"Stable"
"FLG-AS1"	2.87295820559653	-3.9618665117239	6.92017761380425	5.3036557604078e-05	0.000315721370314492	1.86866597048473	"Up"
"RAB40B"	-1.38285472202846	3.60794280020463	-6.91989723602305	5.305387434487e-05	0.000315756855743462	2.01544830046553	"Stable"
"TP73-AS1"	-0.720223163560916	5.13940288479723	-6.9192444428325	5.30942160884442e-05	0.000315929332881506	1.72482114877803	"Stable"
"PML"	0.759680019300059	6.85464707799126	6.91779033723907	5.31841977809965e-05	0.00031639704824527	1.52374531384133	"Stable"
"EIF4EBP3"	-4.21209957906248	-0.407434592761932	-6.91727394987208	5.32161922889777e-05	0.000316519666906377	2.24823259201086	"Down"
"SHE"	4.54674833209769	0.327578094409065	6.91653758114694	5.32618526739834e-05	0.000316660046825273	2.31615810140692	"Up"
"BACH1"	0.399236940457944	6.38783463954981	6.91652600805545	5.32625706323025e-05	0.000316660046825273	1.56679129329982	"Stable"
"PRICKLE3"	0.991969313140791	3.64581951102471	6.91350658611845	5.34502460160036e-05	0.000317707896691106	1.98856212261397	"Stable"
"OSBPL8"	0.488760674819464	5.88323422118033	6.91306336223545	5.34778555190831e-05	0.000317804071503232	1.61887037778436	"Stable"
"MYL3"	-3.63583068579885	-0.364557774741679	-6.91112207220924	5.35989660175295e-05	0.000318455736983638	2.26985533829066	"Down"
"PAICS"	-0.659502638137763	5.74218927445367	-6.90724577146806	5.38416882359465e-05	0.00031982951999332	1.62901261553763	"Stable"
"ASB16-AS1"	0.805459531090459	3.40504284396751	6.90653464086083	5.38863466452372e-05	0.000319979299026169	2.02061446025283	"Stable"
"MRPL10"	-0.591078703793966	5.47028788214139	-6.90647780053515	5.38899179076297e-05	0.000319979299026169	1.66160666745735	"Stable"
"PSMD4"	0.381328788058753	6.83391434566193	6.90620953994286	5.39067761212114e-05	0.000320011062516312	1.50900289850911	"Stable"
"EHBP1"	-0.901490283444023	4.30036837194438	-6.90466028514116	5.40042476555053e-05	0.000320521261538736	1.84572704252864	"Stable"
